bca_id,building,award,fy,gfa,address,postal_code,district,developer,architect,structural_eng,me_eng,land_cons,qs,main_contractor,fac_mgt,esd_cons,esco_cons,green_cons,description,green_features,building_use
6887F95E-8244-45E3-B884-830F0CF8041E,Wee Kim Wee School of Communication and Information,Green Mark Platinum (Zero Energy),FY19,9024.55,"31 Nanyang Link, Singapore 637718",637718,22,Nanyang Technological University,,,,,,,SMM Pte Ltd,SMM Pte Ltd,-,-,"The Wee Kim Wee School of Communication and Information (SCI) is a mixed development (Institutional and Offices), which was built in 1996 with a gross floor area of 9,024.55 square metres. The SCI building consists of five levels with a central open atrium. It has advanced laboratory facilities for audio, video, radio, television, print media etc.","['Efficient chiller plant system of 0.642 kW/ton', 'Measurement and verification system and heat balancing to monitor chiller plant efficiency', 'Variable speed drives for pumps and cooling towers', 'Energy efficient LED lighting for all areas', 'PUB Water Efficient Building', 'Provision of solar PV panels on the roof', 'Motion sensors for toilets and staircase']",Institutional
6887F95E-8244-45E3-B884-830F0CF8041E,Wee Kim Wee School of Communication and Information,Green Mark Platinum (Zero Energy),FY19,9024.55,"31 Nanyang Link, Singapore 637718",637718,22,Nanyang Technological University,,,,,,,SMM Pte Ltd,SMM Pte Ltd,-,-,"The Wee Kim Wee School of Communication and Information (SCI) is a mixed development (Institutional and Offices), which was built in 1996 with a gross floor area of 9,024.55 square metres. The SCI building consists of five levels with a central open atrium. It has advanced laboratory facilities for audio, video, radio, television, print media etc.","['Efficient chiller plant system of 0.642 kW/ton', 'Measurement and verification system and heat balancing to monitor chiller plant efficiency', 'Variable speed drives for pumps and cooling towers', 'Energy efficient LED lighting for all areas', 'PUB Water Efficient Building', 'Provision of solar PV panels on the roof', 'Motion sensors for toilets and staircase']",Institutional (School)
76e180d8-8959-486f-b154-2e334db191d9,International French Shool (Singapore) New Kindergarten Buildings,Green Mark Platinum (Zero Energy),FY21,8370.79,2900 Ang Mo Kio Avenue 3,569935,20,International French School (Singapore),Aedas Pte Ltd,Ronnie & Koh Consultants Pte Ltd,WSP Consultancy Pte Ltd,Sitetectonix Private Ltd,,,,ERI@N,-,-,"The new Kindergarten Block at International French School is targeting to be the first Zero Energy kindergarten block in Singapore. The project is reducing the building cooling load by implementing Hybrid Cooling strategy, where air-conditioned spaces are provided with a higher setpoint (27°C) and assisted with elevated air circulation with ceiling fans. Also, the internal and external gains have been highly optimized to reduce the overall building energy demand, resulting in low EEI value.","['Hybrid Cooling for Kindergarten Villas to provide cooling for higher set point of 27Â°C and elevated air circulation via ceiling fans', 'Good daylighting design for classrooms, offices, and library with glazing solution with high spectral selectivity, i.e., higher visual light transmission and less solar heat gain. Spaces provided with Photo Sensors', '100% LED light fixtures provided with Motion Sensors and Occupancy Sensors provided for KG Villas and Transit areas', 'Existing Chiller plant was used with addition on one chiller resulting in overall system efficiency of 0.64 kW/RT', 'To be a net Zero Energy Building, PV panels with estimated power generation of 300 MWh will be installed on site', 'All water fittings are rated excellent under WELS', 'In order to optimize receptacle loads to reduce the energy consumption, server rooms were re-located to another building']",Office
76e180d8-8959-486f-b154-2e334db191d9,International French Shool (Singapore) New Kindergarten Buildings,Green Mark Platinum (Zero Energy),FY21,8370.79,2900 Ang Mo Kio Avenue 3,569935,20,International French School (Singapore),Aedas Pte Ltd,Ronnie & Koh Consultants Pte Ltd,WSP Consultancy Pte Ltd,Sitetectonix Private Ltd,,,,ERI@N,-,-,"The new Kindergarten Block at International French School is targeting to be the first Zero Energy kindergarten block in Singapore. The project is reducing the building cooling load by implementing Hybrid Cooling strategy, where air-conditioned spaces are provided with a higher setpoint (27°C) and assisted with elevated air circulation with ceiling fans. Also, the internal and external gains have been highly optimized to reduce the overall building energy demand, resulting in low EEI value.","['Hybrid Cooling for Kindergarten Villas to provide cooling for higher set point of 27Â°C and elevated air circulation via ceiling fans', 'Good daylighting design for classrooms, offices, and library with glazing solution with high spectral selectivity, i.e., higher visual light transmission and less solar heat gain. Spaces provided with Photo Sensors', '100% LED light fixtures provided with Motion Sensors and Occupancy Sensors provided for KG Villas and Transit areas', 'Existing Chiller plant was used with addition on one chiller resulting in overall system efficiency of 0.64 kW/RT', 'To be a net Zero Energy Building, PV panels with estimated power generation of 300 MWh will be installed on site', 'All water fittings are rated excellent under WELS', 'In order to optimize receptacle loads to reduce the energy consumption, server rooms were re-located to another building']",Institutional (School)
aa3c6081-367a-41b3-acb6-823ce0634bb9,NTU Academic Building South,Green Mark Platinum (Zero Energy),FY21,41340,"91 Nanyang Avenue, Singapore 639956",639956,22,Nanyang Technological University,RSP Architects Planners & Engineers (Pte) Ltd,Aurecon Singapore (Pte) Ltd,Squire Mech Pte Ltd,STX Landscape Architects,,Newcon Builders Pte Ltd,,Building System & Diagnostics Pte Ltd,-,-,Proposed 6-Storey Academic Block with 1 Basement and 1 Single- Storey M&E Ancillary Block in Nanyang Technological University,"['High performance facade with minimized heat gain through adoption of low shading coefficient glass and low thermal transmittance envelope materials', 'Bicycle lots beyond LTA-stipulated limits are provided in the development. 3. Chiller plant with high efficiency of about 0.565kW/RT used in the development', '4. Less energy intensive passive displacement ventilation systems are used for majority of air-conditioned spaces in the development', '5. Areas with major water usage have private water meters connected to the building management system for leak detection', '6. Extensive use of Green Label Products with higher recycled content and lower carbon footprint are used extensively throughout the development', '7. Occupancy sensors are installed for efficient air-conditioning demand control in the development']",Institutional
D73A7FE7-EBD9-4FAB-B863-0890F18D6FDC,"Sports Hall, NTU",Green Mark Platinum (Zero Energy),FY15,9854,"110 Nanyang Crescent, Singapore 636956",636956,22,Nanyang Technological University,Sembcorp Architects & Engineer Pte Ltd,T.Y. Lin International Pte Ltd,T.Y. Lin International Pte Ltd,,,,Tuv Sud PSB Pte Ltd,-,ME (TCS),-,"Nanyang Technological University Sports Hall is a 3-storey Timber building sports hall located at Nanyang Crescent with total GFA of 9584.43 m2. The building is designed to be one of the showcase projects supporting the University’s sustainability commitments as well as to develop a sustainable building providing sports facilities and opportunities for everyone; from beginners to international class athletes for basket ball/net ball badminton volley ball.
FY14 Platinum","['Energy Efficient Induction Air Distribution System which contributes about 7.3% of overall energy saving', 'Sustainable façade using Engineered Wood System for the whole building', 'Heat Recovery System for hot water which contributes 3.7% of overall energy saving', 'Daylight sensors in the common areas and motion sensors for all toilets', 'Energy Efficient Chiller Plant System', 'Extensive use of LED lights and Energy efficient lighting system', 'Extensive use of sustainable products']",Institutional
dd4670c5-5a62-4e62-a6b5-2308137903c8,DBS Newton Building,Green Mark Platinum (Zero Energy),FY22,3507.82,135 Bukit Timah Road,229837,9,DBS Bank Ltd,,,,,,,Prescott Gaylord,GreenA Consultants Pte. Ltd.,-,-,"DBS Bank Ltd owns a 4-storey building at 135 Bukit Timah Road. The building has a gross floor area of 3,507 m2. There is a POSB bank branch on the ground floor, along with offices and common areas. Floors 2 through 4 are used as office space for DBS employees.DBS plans to carry out an extensive retrofit scope to significantly reduce the energy usage of the building, called a ‘Deep Energy Retrofit.’ The target is to make the building Net Zero Energy (NZE).",['-'],Office
FC5B9C73-ACD7-4BE6-8BA1-D9FFA598B2AF,Administration Building,Green Mark Platinum (Zero Energy),FY20,5716,"50 Nanyang Avenue, Singapore 639798",639798,22,Nanyang Technological University,,,,,,,SMM Pte Ltd,SMM Pte Ltd,-,-,"The Administration Building is located between of North and South Academic Spine. The 6-storey building not only houses key university departments like Office of Finance, Office of Human resources, Legal and Secretarial Office, etc., and also the university top management.","['Efficient Water cooled Chiller Plant', 'Extensive use of LED lighting', 'Certified PUB Water Efficient Building', 'Naturally ventilated car park', 'Motion Sensors at all toilets and staircase', 'Water sub-metering link to BMS for leak detection system', 'Lifts with AC VVVF and sleep mode']",Institutional
fbd65e66-dec9-44f0-abc9-a54219feb2df,NUS E2A (Engineering Design and Innovation Centre),Green Mark Platinum (Zero Energy),FY21,2107,"6 Engineering Drive 4, 117361",117361,5,National University of Singapore,,,,,,,NUS Office of Facilities Management,NUS Office of Estate Development,-,-,"E2A (Engineering Design and Innovation Centre) is a four storey institutional building that contains classrooms, laboratories and offices.","['High efficient water cooled chilled water plant', 'Energy efficient LED lighting for all areas except mechanical spaces which use T5 lighting', 'Vertical greenery and rooftop greenery', 'Motion sensor lighting for all toilets and staircases, select laboratories and corridors', 'Extensive use of certified sustainable products including low VOC paints and finishes', 'Comprehensive campus-wide recycling program', 'NEWater for cooling towers']",Office
22128DF8-E82A-4FCC-8B20-5C1B514BEC9C,"National University of Singapore, School of Design & Environment, SDE 4",Green Mark Platinum (Zero Energy),FY18,8525.63,"4 Architecture Drive, Singapore 117356",117356,5,National University of Singapore,Surbana Jurong Consultants Pte Ltd,Surbana Jurong Consultants Pte Ltd,Surbana Jurong Consultants Pte Ltd,Surbana Jurong Consultants Pte Ltd,,Kajima Overseas Asia Pte Ltd,,Surbana Jurong Consultants Pte Ltd,-,-,"There are three noteworthy aspects of the NZEB_SDE.
First, it presents a contemporary view of tropicality,
taking climate-responsive design to the next level.
Second, in striving for a zero energy target, NZEB_SDE
offers an innovative solution to the question of thermal
comfort. Finally, the project reframes how things are put
together at the drawing board, applying the integrated
design process.","['Estimated energy savings: 292,900kWh/yr;', 'Estimated water savings: 6,607m3; ETTV: 39.6W/m2', 'First Institute of Higher Learning net-zero energy building in Singapore', 'Hybrid ventilation system to provide pre-conditioned air with elevated air speed', 'Highly efficient chiller plant system with efficiency of 0.57kW/RT', 'With daylight utilisation maximised through architectural design, energy savings are further enhanced through a network of photocell and occupancy sensors', 'Extensive roof top coverage of solar PV array allows SDE 4 to generate all its energy requirement within the building footprint', 'Water saving features including rainwater harvesting, condensate water recycling, and greywater recycling', 'Harvesting of rainwater for use in toilet flushing and irrigation']",Office
1A46E825-1E36-48C4-B0BC-AE4B23D58203,Nanyang House,Green Mark Platinum (Zero Energy),FY16,4370,"12 Nanyang Hill, Singapore 637663",637663,22,Nanyang Technological University,,BECA Carter Hollings & Ferner (S.E.Asia) Pte Ltd,,,,,,-,-,-,-,['-'],Institutional
B708FA04-7EF7-4F79-8BA3-E19A59D2D1CD,School of Humanities and Social Sciences,Green Mark Platinum (Zero Energy),FY19,15419.69,"14 Nanyang Drive, Singapore 637332",637332,22,Nanyang Technological University,,,,,,,SMM Pte Ltd,SMM Pte Ltd,-,-,"The building is characterized by a 5-storey high naturally-ventilated atrium space for multi-purpose usage. It has a 300-seat lecture theatre suitably equipped for screening of feature films, seminar rooms, communication and psychology laboratories, computer laboratories and open spaces that can be used for drama practices, exhibitions and events.","['Extensive use of LED lighting', 'Certified PUB Water Efficient Buildings', 'Carbon dioxide monitoring and fresh air control for all AHUs', 'Motion sensors at all toilets and staircase half landings', 'Water sub-metering linked to BMS for leak detection system', 'Lifts with AC VVVF and sleep mode']",Institutional
f54ef3fe-74ca-4b2f-9197-559706f4b814,Keppel Bay Tower,Green Mark Platinum (Zero Energy),FY21,41908,1 Harbourfront Avenue Keppel Bay Tower,98632,4,Keppel Land,,,,,,,Engie Services Singapore Pte Ltd,Johnson Controls (S) Pte Ltd,Johnson Controls (S) Pte Ltd,-,"Keppel Bay Tower is an 18-storey commercial building with a 6-storey podium and a basement carpark. It is located within the Keppel Bay precint. The Grade A office tower is a 5-minutes drive from the Central Business District. TOP was obtained in November 2002. The gross floor area is 41,908m2.","['Chiller plant system efficiency of 0.577 kW/RT', 'The building is 100% LEDs lighted', 'Photovoltaic (PV) system on-site at 97 kWp', 'Energy efficient air distribution system, 45% more efficient than best in class technologies', 'Smart lighting system', 'Intelligent building control system', 'Remaining energy offset by RECs generated in Singapore']",Office
ED62F50F-61C6-4B91-BAE2-9F374481B4F8,Nanyang House,Green Mark Platinum (Zero Energy),FY20,4369,12 Nanyang Hill,637663,22,Nanyang Technological University,,,,,,,SMM Pte Ltd,SMM Pte Ltd,-,-,"The Nanyang House is a 3 storey building where it contains Meeting Rooms, Seminar Rooms, Function Room, Dance Studio, Shooting Room, Billiard Room and Music Rooms. It is a buzz stop for student activities with various types of facilities and equipment available for booking by student groups.","['Estimated energy savings: 0.555MWh/yr;', 'VRF system with operating efficiency of  0.78kW/RT', 'Energy efficient LED lighting', 'Motion sensor control for staircases and toilets', 'Water leakage detection system', 'Green educational corners']",Institutional
543309e3-ab6c-4ad0-b770-41c1f8fd2e23,Punggol Point Crown,Green Mark Platinum (Super Low Energy),FY21,164020,"Northshore Drive, Singapore",820435,19,Housing and Development Board,3PA Pte Ltd,LSW Consulting Engineers Pte Ltd,United Project Consultants Pte Ltd,Stephen Caffyn Landscape Design,,Expand Construction Pte Ltd,,GreenA Consultants Pte Ltd,-,-,"Punggol Point Crown is a public housing project developed by Housing and Development Board (HDB). Located within the Punggol Point district, at the tip of Punggol Eco-town, Punggol Point District is envisioned to be a ‘Green Heritage’ district that embraces nature and pays tribute to Punggol’s history. The project provides eco-friendly and smart features for smart and sustainable living through effective energy, water, and waste management. 

Bounded by New Punggol Road, Northshore Drive, and a proposed Heritage Trail by NParks, Punggol Point Crown comprises of 9 residential blocks ranging from 6 to 26 storeys, containing 1,545 units of 2-room Flexi, 3-, 4-, and 5-room flats. Located on the site for one of Singapore's earliest zoos, the old Ponggol Zoo, Punggol Point Crown's landscape features thematic zones inspired by various habitats. It features a new heritage walk decorated with displays about","['Biophilic design with extensive greenery provision, Green Plot Ratio (GnPR) of 8.7', 'Use of Pneumatic Waste Collection & Disposal System (PWCS)', 'A reduced heat gain facade (RETV) of average 18.08 W/m2', 'Ventilation performance- 65% of living room and bedroom spaces have unobstructed air flow', 'Lifts equipped with Regenerative Drive feature', '80% savings in lighting power budget using LED equipped with photosensors and motion sensors', '9. Smart Lighting System with remote monitoring & control system, low latency sensors, fault reporting to provide energy savings during operation', '10. Estimated Energy savings of 1,427,569.75 kWh/year, which is equivalent to power 305 households/year', '11. Carbon Emission Reduction of 713.87 Tonne/year, which is equivalent to planting 4,282 trees/year']",Public Housing
608FC4F9-F24E-4867-A8CC-04996CA5FDF3,Techno Edge,Green Mark Platinum (Super Low Energy),FY20,7757.8,"Engineering Drive 2, NUS",117576,5,National University of Singapore,Form Architects Pte Ltd,KCL Consultants Pte Ltd,CPG Consultants Pte Ltd,,,Debenho Pte Ltd,,GreenA Consultants Pte Ltd,-,-,"PROPOSED ADDITION AND ALTERATIONS TO EXISTING BLOCK LT5 AND REDEVELOPMENT OF EXISTING CANTEEN TO NEW THREE STOREY INSTITUTION BUILDING WITH A STUDENT CANTEEN WITHIN NATIONAL UNIVERSITY OF SINGAPORE ON LOTS 03891P, 03894K, 04342T, 05023L, 05025M, 05112L MK03 AT ENGINEERING DRIVE 2, SINGAPORE (QUEENSTOWN PLANNING AREA)","['Estimated energy savings: 399,193kWh/yr,', 'Estimated water savings: 32,414m 3,ETTV: 37.82W/m 2', 'Energy efficient chilled water air conditioning system', 'Total system efficiency of 0.72 kW/RT (0.57 kW/RT + 0.15 kW/RTAir)', 'Over 80% of overall GFA are non air-conditioned space', 'Energy efficient lighting system (>50% savings over baseline)', 'Provision of 60kWp photovoltaic system', '41.3% energy savings vs NRB 2015 reference model', 'Extensive use of WELS “Excellent” water fittings', 'Extensive use of sustainable green products']",Institutional
5F9B5F5F-C1E7-4EB7-B032-D15E22E8CDD2,Tiong Bahru Market,Green Mark Platinum (Super Low Energy),FY20,10630.72,"30 Seng Poh Road, Singapore 168898",168898,3,National Environment Agency,,,,,,,National Environment Agency,Building System & Diagnostics Pte Ltd,-,-,A 3 STOREY STRUCTURE CONSIST OF HWAKER CENTER AND RETAIL SHOPS. THERE IS 1 LEVEL OF CARPARK AT THE ROOF.,"['Estimated to achieve 49% energy savings', 'Good natural ventilation with design of building layout that utilises prevailing wind conditions to achieve adequate cross ventilation', 'Installation of Smart Feedback system outside the toilet for patrons to report any faults or feedback', 'Installation of solar panels to achieve 12.09% replacement of electricity', 'High Efficient LED Lightings for common areas', 'Awarded PUB Water Efficient Building certificate', 'Implementation of recycling programme, with provision of recycling bins and sustainability awareness messages within the vicinity']",Commercial
72B3F546-8D1A-42DB-9550-37E9F15469E8,LogisTech,Green Mark Platinum (Super Low Energy),FY20,37554,"3 Changi North Street 2, Singapore 498827",498827,17,HSBC Institutional Trust Services (S) Ltd as Trustee of Ascendas Reit,,,,,,,CapitaLand Singapore (BP&C) Pte. Ltd,Evergreen Engineering and Construction Pte Ltd,-,-,"LogisTech is located within 10 minutes' drive to the Changi International Airport, Singapore Expo, Changi Business Park, East Coast Parkway (ECP) and easily accessible to the Pan Island Expressway (PIE). This is a part 3-storey and part 4-storey multi-tenanted industrial cum logistics building.","['Chilled water plant with performance guaranteed of 0.62kW/RT', 'All AHUs installed with EC fans with estimated efficiency of 0.18kW/RT', 'LED light fittings for all common area with estimated saving of 42.6%', 'Adoption of solar energy generation with estimated solar generation of 2,006,215 kWh/yr', 'All AHUs installed with energy valve with function of energy monitoring and cloud optimization', 'Smart facilities management system for chilled water plant with smart sequencing and dynamic artificial intelligence control', 'Cooling tower installed with EC fans']",Office
8645b4db-05b0-44f2-88fe-b3c1fab51f56,80 Anson Road – Non Residential,Green Mark Platinum (Super Low Energy),FY22,39559.03,80 Anson Road,79907,2,Hong Leong Properties Pte Ltd,Nikken Sekkei Ltd (Design Consultant) & ADDP Architects LLP (Project Architect),Meinhardt (Singapore) Pte Ltd,Squire Mech Pte Ltd,Ecoplan Asia Pte Ltd,,,,Building System and Diagnostics Pte Ltd ,-,-,"PROPOSED MIXED DEVELOPMENT COMPRISING 1 TOWER OF 45-STOREY SERVICE APARTMENTS (TOTAL : 197 UNITS) / RESIDENTIAL APARTMENTS (TOTAL : 256 UNITS) AND 9-STOREY PODIUM COMMERCIAL/OFFICE WITH BASEMENT CARPARKS AND COMMUNAL FACILITIES TS03 ON LOT 00595K, 00596N AT ANSON ROAD (DOWNTOWN CORE PLANNING AREA)",['-'],Office
